,Site - Sales Organization (Code),Site - Sales Organization (Text),Site No,Site Name,EDI Number,Street Name,Town,State,Post Code,Store Mgr,Telephone,Fax Number,Store opened,Liquor License,Address,Location,Point
502,1005,Woolworths Smkt,2625,Mountain Creek,9300633026257,158-170 Karawatha Dr,Buderim,Queensland,4557,Scott Higgins,07 5477 4815,,24.06.2006,,"158-170 Karawatha Dr, Buderim, Queensland 4557 Australia","158-170 Karawatha Dr, Buderim, Sunshine Coast, Queensland, 4556","(-26.69338737926138, 153.09112009270632, 0.0)"
503,1005,Woolworths Smkt,2626,Nundah,9300633026264,"Cnr Buckland and Sandgate Roads,",Nundah,Queensland,4012,tba tba,07 3648 4360,,14.06.2007,,"Cnr Buckland and Sandgate Roads,, Nundah, Queensland 4012 Australia","Buckland Rd & Sandgate Rd, Nundah, Brisbane, Queensland, 4012","(-27.403410015349934, 153.06042003122178, 0.0)"
504,1005,Woolworths Smkt,2628,Chermside Central,9300633026288,Banfield Link Road,Chermside,Queensland,4032,Manny Farinha,07 3648 4363,,02.11.2006,,"Banfield Link Road, Chermside, Queensland 4032 Australia","Banfield St, Chermside, Brisbane, Queensland, 4032","(-27.38238876272595, 153.03417813345675, 0.0)"
505,1005,Woolworths Smkt,2629,Caboolture South,9300633026295,"62 Morayfield Road, Cnr Market Dr",Morayfield,Queensland,4510,Brent Warner,07 5420 3002,,08.09.2002,,"62 Morayfield Road, Cnr Market Dr, Morayfield, Queensland 4510 Australia","62 Morayfield Rd, Morayfield, Caboolture, Queensland, 4510","(-27.098273767517693, 152.94875753402337, 0.0)"
506,1005,Woolworths Smkt,2630,Gladstone Valley (QRX),9300633026301,"Cnr Goondoon and Herbert Streets,",Gladstone,Queensland,4680,Darren Oakey,07 4977 7935,,16.08.1999,,"Cnr Goondoon and Herbert Streets,, Gladstone, Queensland 4680 Australia","Goondoon St & Herbert St, Gladstone Central, Gladstone, Queensland, 4680","(-23.847140012703434, 151.25839500280955, 0.0)"
507,1005,Woolworths Smkt,2631,Warner,9300633026318,Cnr Old Northern and Samsonvale Roads,Warner,Queensland,4500,Emlyn Callaghan,07 3491 2220,,27.11.2001,,"Cnr Old Northern and Samsonvale Roads, Warner, Queensland 4500 Australia","Old North Rd & Samsonvale Rd, Warner, Brisbane, Queensland, 4500","(-27.291480008182802, 152.95369996361143, 0.0)"
508,1005,Woolworths Smkt,2633,Keperra,9300633026332,"Cnr Samford and Settlement Roads,",Keperra,Queensland,4054,Keith Bevan,07 3648 4366,,05.12.2000,,"Cnr Samford and Settlement Roads,, Keperra, Queensland 4054 Australia","Samford Rd & Settlement Rd, Keperra, Brisbane, Queensland, 4054","(-27.414440013195595, 152.94891004122275, 0.0)"
509,1005,Woolworths Smkt,2634,Redbank,9300633026349,"Cnr Redbank Plains and Keidges Rds,",Redbank Plains,Queensland,4301,Peter Dunell,07 3819 7126,,20.03.2006,,"Cnr Redbank Plains and Keidges Rds,, Redbank Plains, Queensland 4301 Australia","Redbank Plains Rd & Keidges Rd, Bellbird Park, Brisbane, Queensland, 4301","(-27.646630004815123, 152.871659990806, 0.0)"
510,1005,Woolworths Smkt,2635,Park Ridge,9300633026356,Cnr Mt Lindsay Hwy and Park Ridge Rd,Park Ridge,Queensland,4125,Ian Jack,07 3826 2523,,03.08.1999,,"Cnr Mt Lindsay Hwy and Park Ridge Rd, Park Ridge, Queensland 4125 Australia","Mount Lindesay Hwy & Park Ridge Rd, Park Ridge, Brisbane, Queensland, 4125","(-27.69867001459872, 153.03801000725383, 0.0)"
511,1005,Woolworths Smkt,2636,Manly West,9300633026363,"Cnr Manly and Hargreaves Roads,",Manly West,Queensland,4179,Merv Miles,07 3012 3383,,26.06.2004,,"Cnr Manly and Hargreaves Roads,, Manly West, Queensland 4179 Australia","Manly Rd & Hargreaves Rd, Manly West, Brisbane, Queensland, 4179","(-27.47555999200584, 153.15531499365127, 0.0)"
512,1005,Woolworths Smkt,2637,Morningside,9300633026370,"Cnr Wynnum and Junction Roads,",Morningside,Queensland,4170,Cherylynne Piddick,07 3012 3386,,16.11.1999,,"Cnr Wynnum and Junction Roads,, Morningside, Queensland 4170 Australia","Wynnum Rd & Junction Rd, Morningside, Brisbane, Queensland, 4170","(-27.46676002045477, 153.07842997511773, 0.0)"
513,1005,Woolworths Smkt,2639,Fairfield Central (QRX),9300633026394,2-30 Lakeside Dr,Idalia,Queensland,4811,John O'Dea,07 4755 3834,,14.07.2008,,"2-30 Lakeside Dr, Idalia, Queensland 4811 Australia","2-30 Lakeside Dr, Idalia, Townsville, Queensland, 4811","(-19.315592492611884, 146.81693607327384, 0.0)"
514,1005,Woolworths Smkt,2640,Morayshire,9300633026400,312-344 Morayfield Rd,Morayfield,Queensland,4506,,07 5420 3011,,24.04.2013,,"312-344 Morayfield Rd, Morayfield, Queensland 4506 Australia","312-344 Morayfield Rd, Morayfield, Brisbane, Queensland, 4506","(-27.117334025500966, 152.95239087797347, 0.0)"
515,1005,Woolworths Smkt,2642,Gordonvale West SM,9300633026424,46 Draper Rd,Gordonvale,Queensland,4865,,07 4058 5300,,20.07.2022,,"46 Draper Rd, Gordonvale, Queensland 4865 Australia","46 Draper Rd, Gordonvale, Queensland, 4865","(-17.084907925261604, 145.77058261529106, 0.0)"
516,1005,Woolworths Smkt,2643,Maroochydore Plaza,9300633026431,154-164 Horton Pde,Maroochydore,Queensland,4558,Peter Cavanagh,07 5477 4818,,03.11.2002,,"154-164 Horton Pde, Maroochydore, Queensland 4558 Australia","154-164 Horton Pde, Maroochydore, Sunshine Coast, Queensland, 4558","(-26.65472606041223, 153.08853310211026, 0.0)"
517,1005,Woolworths Smkt,2644,Ashgrove,9300633026448,16 Ashgrove Avenue,Ashgrove,Queensland,4060,Joanne Mcmurtrie,07 3648 4369,,09.02.2009,,"16 Ashgrove Avenue, Ashgrove, Queensland 4060 Australia","16 Ashgrove Av, Ashgrove, Brisbane, Queensland, 4060","(-27.44467601061085, 152.993525151626, 0.0)"
518,1005,Woolworths Smkt,2645,Robina,9300633026455,"Robina Town Centre Drv, Lvl 3 Me401",Robina,Queensland,4226,Brian Yeoman,07 5558 3231,,29.04.1996,,"Robina Town Centre Drv, Lvl 3 Me401, Robina, Queensland 4226 Australia","Robina Town Centre Dr, Robina, Gold Coast, Queensland, 4226","(-28.070594426232265, 153.37100648215207, 0.0)"
519,1005,Woolworths Smkt,2646,Garden City,9300633026462,"Cnr Logan Road and Kessels Road,",Upper Mt Gravatt,Queensland,4122,Marc Roper,07 3012 3389,,17.09.1996,,"Cnr Logan Road and Kessels Road,, Upper Mt Gravatt, Queensland 4122 Australia","Logan Rd & Kessels Rd, Upper Mount Gravatt, Brisbane, Queensland, 4122","(-27.559909996371672, 153.08104999041234, 0.0)"
520,1005,Woolworths Smkt,2647,Raintrees (QRX),9300633026479,"Festival Fair S/centre, 1 Koch St",Manunda,Queensland,4870,Peter Mcwatters,07 4058 5365,,04.12.1974,,"Festival Fair S/centre, 1 Koch St, Manunda, Queensland 4870 Australia","1 Koch St, Manunda, Cairns, Queensland, 4870","(-16.925814017565234, 145.73982331633792, 0.0)"
521,1005,Woolworths Smkt,2648,Forest Lake,9300633026486,Cnr College Ave and Forest Lake Blvd,Forest Lake,Queensland,4078,Dayle Beaverson,07 3012 3392,,05.03.1997,,"Cnr College Ave and Forest Lake Blvd, Forest Lake, Queensland 4078 Australia","College Ave & Forest Lake Blvd, Forest Lake, Brisbane, Queensland, 4078","(-27.622544983226128, 152.9695650203943, 0.0)"
522,1005,Woolworths Smkt,2650,Albany Creek,9300633026509,Old Northern Rd and Albany Forest Dr,Albany Creek,Queensland,4035,Russell Brockhurst,07 3648 4372,,05.02.1997,,"Old Northern Rd and Albany Forest Dr, Albany Creek, Queensland 4035 Australia","Old Northern Rd & Albany Forest Dr, Albany Creek, Brisbane, Queensland, 4035","(-27.357440012207924, 152.96957000762671, 0.0)"
523,1005,Woolworths Smkt,2651,Noosa,9300633026516,Cnr Eenie Creek Rd and Walter Hay Dr,Noosa Heads,Queensland,4566,David White,07 5343 2107,,12.10.2006,,"Cnr Eenie Creek Rd and Walter Hay Dr, Noosa Heads, Queensland 4566 Australia","Eenie Creek Rd & Walter Hay Dr, Noosaville, Sunshine Coast, Queensland, 4566","(-26.413714995800387, 153.05029502746197, 0.0)"
524,1005,Woolworths Smkt,2652,Tweed City,9300633026523,54 Pacific Highway,Tweed Heads South,New South Wales,2485,Roger Moore,07 5507 3465,,15.09.1997,,"54 Pacific Highway, Tweed Heads South, New South Wales 2485 Australia","Pacific Mtwy, Tweed Heads South, Tweed Heads, New South Wales, 2486","(-28.201984607368388, 153.53471336085533, 0.0)"
525,1005,Woolworths Smkt,2653,Underwood,9300633026530,"Cnr Logan Road and Beenleigh Road,",Underwood,Queensland,4119,Greg Miller,07 3012 3395,,20.02.1979,,"Cnr Logan Road and Beenleigh Road,, Underwood, Queensland 4119 Australia","Logan Rd & Beenleigh Rd, Underwood, Brisbane, Queensland, 4119","(-27.605469998719855, 153.11016997932933, 0.0)"
526,1005,Woolworths Smkt,2654,Kin Kora QRX,9300633026547,Cnr Dawson Highway and Phillip Street,Gladstone,Queensland,4680,Stephen Hams,07 4977 7938,,01.03.1977,,"Cnr Dawson Highway and Phillip Street, Gladstone, Queensland 4680 Australia","Dawson Hwy & Philip St, Kin Kora, Gladstone, Queensland, 4680","(-23.870399982608106, 151.2406599853377, 0.0)"
527,1005,Woolworths Smkt,2655,Burpengary,9300633026554,167 Station Road,Burpengary,Queensland,4505,Manager TBA,07 3491 2223,,07.06.1995,,"167 Station Road, Burpengary, Queensland 4505 Australia","167 Station Rd, Burpengary, Brisbane, Queensland, 4505","(-27.154360621773804, 152.97376347378537, 0.0)"
528,1005,Woolworths Smkt,2656,Westpoint Browns Plains,9300633026561,Browns Plains Road,Browns Plains,Queensland,4118,Adam Stanton,07 3826 2526,,06.10.2008,,"Browns Plains Road, Browns Plains, Queensland 4118 Australia","Browns Plains Rd, Browns Plains, Brisbane, Queensland, 4118","(-27.662630675094682, 153.05374943682307, 0.0)"
529,1005,Woolworths Smkt,2657,Taigum,9300633026578,Beams Road,Taigum,Queensland,4018,Mal Heath,07 3648 4375,,07.12.1994,,"Beams Road, Taigum, Queensland 4018 Australia","Beams Rd, Taigum, Brisbane, Queensland, 4018","(-27.3511298359284, 153.04573983300398, 0.0)"
530,1005,Woolworths Smkt,2658,Canelands (QRX),9300633026585,"Caneland S/centre, Mangrove Road",Mackay,Queensland,4740,David Baulch,07 4898 7107,,21.03.1979,,"Caneland S/centre, Mangrove Road, Mackay, Queensland 4740 Australia","Mangrove Rd, Mackay, Queensland, 4740","(-21.139269563773684, 149.1795288573043, 0.0)"
531,1005,Woolworths Smkt,2660,Dakabin SM,9300633026608,Cnr Old Gympie and Alma Rd,Dakabin,Queensland,4503,,07 3384 6801,,03.03.2020,,"Cnr Old Gympie and Alma Rd, Dakabin, Queensland 4503 Australia","Old Gympie Rd & Alma Rd, Dakabin, Brisbane, Queensland, 4503","(-27.227859980067173, 152.99136002221672, 0.0)"
532,1005,Woolworths Smkt,2661,Alexandra Hills,9300633026615,Cnr Finucane Road and Cambridge Drive,Alexandra Hills,Queensland,4161,Anthony Angow,07 3383 4108,,10.03.1993,,"Cnr Finucane Road and Cambridge Drive, Alexandra Hills, Queensland 4161 Australia","Finucane Rd & Cambridge Dr, Alexandra Hills, Brisbane, Queensland, 4161","(-27.522780009323164, 153.22047004160493, 0.0)"
533,1005,Woolworths Smkt,2662,Capalaba,9300633026622,Cnr Old Cleveland and Moreton Bay Rd,Capalaba,Queensland,4157,Mark Vandenboogaard,07 3648 4300,,29.11.1994,,"Cnr Old Cleveland and Moreton Bay Rd, Capalaba, Queensland 4157 Australia","Old Cleveland Rd & Moreton Bay Rd, Capalaba, Brisbane, Queensland, 4157","(-27.521810013578182, 153.20052999686476, 0.0)"
534,1005,Woolworths Smkt,2663,Wilsonton,9300633026639,"Cnr Hooper and Erin Streets,",Wilsonton,Queensland,4350,Sam Ginardi,07 4613 2816,,16.10.1996,,"Cnr Hooper and Erin Streets,, Wilsonton, Queensland 4350 Australia","Hooper St & Erin St, Wilsonton, Toowoomba, Queensland, 4350","(-27.54303999130756, 151.92612004090387, 0.0)"
535,1005,Woolworths Smkt,2664,Maryborough,9300633026646,280-294 Adelaide Street,Maryborough,Queensland,4650,Robert Mueller,07 4120 4647,,07.06.1978,,"280-294 Adelaide Street, Maryborough, Queensland 4650 Australia","280-294 Adelaide St, Maryborough, Queensland, 4650","(-25.53678100720829, 152.7029664780493, 0.0)"
536,1005,Woolworths Smkt,2665,Yamanto,9300633026653,Cnr Warwick Rd and Cunningham Highway,Yamanto,Queensland,4305,Peter Breakwell,07 3819 7129,,17.12.1996,,"Cnr Warwick Rd and Cunningham Highway, Yamanto, Queensland 4305 Australia","Warwick Rd & Cunningham Hwy, Yamanto, Brisbane, Queensland, 4305","(-27.663750000141448, 152.73841002617888, 0.0)"
537,1005,Woolworths Smkt,2666,Jimboomba,9300633026660,"Cnr Cusack Lane and Johanna Street,",Jimboomba,Queensland,4280,Steve Green,07 5646 2100,,25.11.1997,,"Cnr Cusack Lane and Johanna Street,, Jimboomba, Queensland 4280 Australia","Cusack Ln & Johanna St, Jimboomba, Brisbane, Queensland, 4280","(-27.830875007356926, 153.02434000327455, 0.0)"
538,1005,Woolworths Smkt,2667,Innisfail (QRX),9300633026677,"Cnr Mcgowan Drive and Rankin Street,",Innisfail,Queensland,4860,Glen Bridge,07 4078 2600,,15.02.1978,,"Cnr Mcgowan Drive and Rankin Street,, Innisfail, Queensland 4860 Australia","McGowan Dr & Rankin St, Innisfail, Queensland, 4860","(-17.525130006263552, 146.0316499816401, 0.0)"
539,1005,Woolworths Smkt,2668,Beenleigh,9300633026684,114-118 George St,Beenleigh,Queensland,4207,Chris Stevenson,07 3826 2529,,15.01.1999,,"114-118 George St, Beenleigh, Queensland 4207 Australia","114-118 George St, Beenleigh, Brisbane, Queensland, 4207","(-27.717718769664742, 153.2066777875678, 0.0)"
540,1005,Woolworths Smkt,2669,Cairns Central (QRX),9300633026691,Cnr McLeod and Alpin St,Cairns,Queensland,4870,,07 4058 5375,,04.02.2021,,"Cnr McLeod and Alpin St, Cairns, Queensland 4870 Australia","McLeod St & Aplin St, Cairns City, Cairns, Queensland, 4870","(-16.92284001359849, 145.7712199752085, 0.0)"
541,1005,Woolworths Smkt,2670,Caloundra,9300633026707,20 Bowman Road,Caloundra,Queensland,4551,Leonie Ewin,07 5390 2856,,10.03.2008,,"20 Bowman Road, Caloundra, Queensland 4551 Australia","20 Bowman Rd, Caloundra, Sunshine Coast, Queensland, 4551","(-26.80435851179093, 153.12294730295648, 0.0)"
542,1005,Woolworths Smkt,2672,Mt Ommaney,9300633026721,"Cnr Dandenong Rd and Centenary Hwy,",Mt Ommaney,Queensland,4074,Rick Lewis,07 3648 4303,,26.09.1995,,"Cnr Dandenong Rd and Centenary Hwy,, Mt Ommaney, Queensland 4074 Australia","Dandenong Rd & Centenary Hwy, Mount Ommaney, Brisbane, Queensland, 4074","(-27.552010010719307, 152.9408249831483, 0.0)"
543,1005,Woolworths Smkt,2673,Chermside Marketplace,9300633026738,"Cnr Webster and Gympie Roads,",Chermside,Queensland,4032,Gavin Simes,07 3648 4378,,26.11.1996,,"Cnr Webster and Gympie Roads,, Chermside, Queensland 4032 Australia","Webster Rd & Gympie Rd, Aspley, Brisbane, Queensland, 4034","(-27.37354001373683, 153.02311000089304, 0.0)"
544,1005,Woolworths Smkt,2674,Bribie Island,9300633026745,"Cnr Goodwin Drive and Hornsby Road,",Bribie Island,Queensland,4507,Neville Haines,07 3410 5000,,09.06.1997,,"Cnr Goodwin Drive and Hornsby Road,, Bribie Island, Queensland 4507 Australia","Goodwin Dr & Hornsby Rd, Bongaree, Bribie Island, Queensland, 4507","(-27.064015000157063, 153.15523000115306, 0.0)"
545,1005,Woolworths Smkt,2676,Warwick,9300633026769,Cnr Grafton and Guy Streets,Warwick,Queensland,4370,Nicole Shaw,07 4667 6105,,14.09.1997,,"Cnr Grafton and Guy Streets, Warwick, Queensland 4370 Australia","Grafton St & Guy St, Warwick, Queensland, 4370","(-28.2159300000481, 152.03027499468544, 0.0)"
546,1005,Woolworths Smkt,2678,Aspley,9300633026783,59 Albany Creek Rd,Aspley,Queensland,4034,Leeanne White,(07) 3513 4422,,30.05.2017,79820,"59 Albany Creek Rd, Aspley, Queensland 4034 Australia","59 Albany Creek Rd, Aspley, Brisbane, Queensland, 4034","(-27.362011669837877, 153.01414035866696, 0.0)"
547,1005,Woolworths Smkt,2679,Pittsworth,9300633026790,122-126 Yandilla Street,Pittsworth,Queensland,4356,Paul Pettit,07 4693 4000,,12.11.2007,,"122-126 Yandilla Street, Pittsworth, Queensland 4356 Australia","126 Yandilla St, Pittsworth, Queensland, 4356","(-27.717154332304908, 151.63168792223172, 0.0)"
548,1005,Woolworths Smkt,2680,Sugarlands,9300633026806,Takalvan Street,Bundaberg,Queensland,4670,Ross Henderson,07 4331 6507,,27.07.1998,,"Takalvan Street, Bundaberg, Queensland 4670 Australia","Takalvan St, Kensington, Bundaberg, Queensland, 4670","(-24.88908057679402, 152.31984104990468, 0.0)"
549,1005,Woolworths Smkt,2682,Charters Towers (QRX),9300633026820,Gill Street,Charters Towers,Queensland,4820,Ian Millers,07 4754 7200,,11.12.2000,,"Gill Street, Charters Towers, Queensland 4820 Australia","Gill St, Charters Towers City, Charters Towers, Queensland, 4820","(-20.07639335778091, 146.2594564600342, 0.0)"
550,1005,Woolworths Smkt,2683,Calamvale,9300633026837,2625 Beaudesert Road,Calamvale,Queensland,4116,Lyn Beale,07 3648 4309,,20.10.2002,,"2625 Beaudesert Road, Calamvale, Queensland 4116 Australia","2625 Beaudesert Rd, Calamvale, Brisbane, Queensland, 4116","(-27.63159718719851, 153.04572479475559, 0.0)"
551,1005,Woolworths Smkt,2685,Tweed Heads,9300633026851,"Tweed Mall, Pacific Highway",Tweed Heads,New South Wales,2485,Ivan Gosper,07 5507 3468,,06.06.1968,,"Tweed Mall, Pacific Highway, Tweed Heads, New South Wales 2485 Australia","Pacific Mtwy, Tweed Heads, New South Wales, 2485","(-28.18930290202999, 153.5261737974754, 0.0)"
552,1005,Woolworths Smkt,2686,Bundaberg,9300633026868,"Cnr Maryborough and George Streets,",Bundaberg,Queensland,4670,Kerryn Bullpitt,07 4331 6510,,03.02.2000,,"Cnr Maryborough and George Streets,, Bundaberg, Queensland 4670 Australia","Maryborough St & George St, Bundaberg Central, Bundaberg, Queensland, 4670","(-24.87243002041822, 152.34855002367334, 0.0)"
553,1005,Woolworths Smkt,2687,Allenstown (QRX),9300633026875,"Cnr Caroline and Upper Dawson Road,",Rockhampton,Queensland,4700,Richard Henry,07 4936 5233,,05.12.1973,,"Cnr Caroline and Upper Dawson Road,, Rockhampton, Queensland 4700 Australia","Caroline St & Upper Dawson Rd, Allenstown, Rockhampton, Queensland, 4700","(-23.390889993585134, 150.5025599852682, 0.0)"
554,1005,Woolworths Smkt,2689,Grafton,9300633026899,42 Duke Street,Grafton,New South Wales,2460,Wayne Avery,02 6641 5502,,18.03.1971,356057,"42 Duke Street, Grafton, New South Wales 2460 Australia","42 Duke St, Grafton, New South Wales, 2460","(-29.683525683210945, 152.94192691004923, 0.0)"
555,1005,Woolworths Smkt,2690,Margate,9300633026905,"Cnr Oxley and Baynes Streets,",Margate,Queensland,4019,Stephen Rutter,07 3491 2226,,13.02.1973,,"Cnr Oxley and Baynes Streets,, Margate, Queensland 4019 Australia","Oxley Ave & Baynes St, Margate, Brisbane, Queensland, 4019","(-27.2438599854912, 153.1069000312625, 0.0)"
556,1005,Woolworths Smkt,2691,Pacific Pines,9300633026912,"Cnr Hotham Dr and Pitcairn Way,",Pacific Pines,Queensland,4211,Manager TBA,07 5558 3234,,02.09.2003,,"Cnr Hotham Dr and Pitcairn Way,, Pacific Pines, Queensland 4211 Australia","Pitcairn Way, Pacific Pines, Gold Coast, Queensland, 4211","(-27.945474959723835, 153.31651992547378, 0.0)"
557,1005,Woolworths Smkt,2692,Runaway Bay,9300633026929,"Cnr Bayview Street and Lae Drive,",Runaway Bay,Queensland,4215,Scott Payne,07 5558 3237,,13.11.1974,,"Cnr Bayview Street and Lae Drive,, Runaway Bay, Queensland 4215 Australia","Bayview St & Lae Dr, Runaway Bay, Gold Coast, Queensland, 4216","(-27.912390000611726, 153.40286000324545, 0.0)"
558,1005,Woolworths Smkt,2694,Mullumbimby,9300633026943,Station Street,Mullumbimby,New South Wales,2482,Wayne McInerney,02 6680 6303,,22.06.2011,,"Station Street, Mullumbimby, New South Wales 2482 Australia","Station St, Mullumbimby, New South Wales, 2482","(-28.555771830252862, 153.5019074020633, 0.0)"
559,1005,Woolworths Smkt,2695,Darra,9300633026950,"Cnr Monier Road and Bellwood Street,",Darra,Queensland,4076,Scott Brown,07 3648 4312,,04.09.2004,,"Cnr Monier Road and Bellwood Street,, Darra, Queensland 4076 Australia","Monier Rd & Bellwood St, Darra, Brisbane, Queensland, 4076","(-27.558139989878114, 152.94817997745616, 0.0)"
560,1005,Woolworths Smkt,2696,Spring Hill,9300633026967,365 Turbot Street,Spring Hill,Queensland,4000,Manager TBA,07 3648 4381,,04.12.2001,,"365 Turbot Street, Spring Hill, Queensland 4000 Australia","365 Turbot St, Spring Hill, Brisbane, Queensland, 4000","(-27.46242523540856, 153.0296951593038, 0.0)"
561,1005,Woolworths Smkt,2697,Bulimba,9300633026974,"Cnr Oxford and Duke Street,",Bulimba,Queensland,4171,Paola Roberti,07 3648 4315,,10.05.2003,,"Cnr Oxford and Duke Street,, Bulimba, Queensland 4171 Australia","Oxford St & Duke St, Bulimba, Brisbane, Queensland, 4171","(-27.45099001445388, 153.05685998548608, 0.0)"
562,1005,Woolworths Smkt,2699,Ashmore,9300633026998,Cnr Cotlew Street and Currumburra Rd,Ashmore,Queensland,4214,Darren Chilcott,07 5558 3240,,27.10.1999,,"Cnr Cotlew Street and Currumburra Rd, Ashmore, Queensland 4214 Australia","Cotlew St & Currumburra Rd, Ashmore, Gold Coast, Queensland, 4214","(-27.986214995843458, 153.3822099693968, 0.0)"
563,1005,Woolworths Smkt,2700,Victoria Point East,9300633027001,"Cnr Colburn Ave and Redland Bay Rd,",Victoria Point,Queensland,4165,Ray Clarke,07 3383 4111,,25.11.2003,,"Cnr Colburn Ave and Redland Bay Rd,, Victoria Point, Queensland 4165 Australia","Colburn Ave & Redland Bay Rd, Victoria Point, Brisbane, Queensland, 4165","(-27.585050006203844, 153.2820300074676, 0.0)"
564,1005,Woolworths Smkt,2702,Buderim,9300633027025,"Buderim Marketplace, Burnett Street",Buderim,Queensland,4556,Matthew Evans,07 5477 4821,,29.05.2001,,"Buderim Marketplace, Burnett Street, Buderim, Queensland 4556 Australia",Buderim Marketplace,"(-26.687689999999975, 153.04888000000005, 0.0)"
565,1005,Woolworths Smkt,2703,Tewantin,9300633027032,94 Poinciana Ave,Tewantin,Queensland,4565,Graham Loney,07 5343 2110,,21.06.2006,,"94 Poinciana Ave, Tewantin, Queensland 4565 Australia","94 Poinciana Av, Tewantin, Sunshine Coast, Queensland, 4565","(-26.391065207492126, 153.0382659905768, 0.0)"
566,1005,Woolworths Smkt,2704,Redlynch (QRX),9300633027049,Cnr Redlynch Connection and Larsen Rd,Redlynch,Queensland,4870,Enrico Lazzarin,07 4058 5368,,20.06.2005,,"Cnr Redlynch Connection and Larsen Rd, Redlynch, Queensland 4870 Australia","Redlynch Connector Rd & Larsen Rd, Redlynch, Cairns, Queensland, 4870","(-16.895150019272762, 145.70020002578394, 0.0)"
567,1005,Woolworths Smkt,2705,Montague Markets West End SM,9300633027056,Cnr Montague Rd and Ferry Rd,West End,Queensland,4101,Geoff Herbert,07 3513 4452,,16.09.2020,,"Cnr Montague Rd and Ferry Rd, West End, Queensland 4101 Australia","Montague Rd & Ferry Rd, West End, Brisbane, Queensland, 4101","(-27.48669998137592, 153.00115997577143, 0.0)"
568,1005,Woolworths Smkt,2706,Acacia Ridge,9300633027063,"Acacia Mktplace, 1150 Beaudesert Rd",Acacia Ridge,Queensland,4110,Lance Elkenhans,07 3648 4318,,15.07.2000,,"Acacia Mktplace, 1150 Beaudesert Rd, Acacia Ridge, Queensland 4110 Australia","1150 Beaudesert Rd, Acacia Ridge, Brisbane, Queensland, 4110","(-27.57557271401192, 153.02590938891558, 0.0)"
569,1005,Woolworths Smkt,2709,Andergrove (QRX),9300633027094,41-45 Oak Street,Andergrove,Queensland,4740,Manager TBA,07 4898 7110,,19.11.2002,,"41-45 Oak Street, Andergrove, Queensland 4740 Australia","41-45 Oak St, Andergrove, Mackay, Queensland, 4740","(-21.09775769109733, 149.18473906311425, 0.0)"
570,1005,Woolworths Smkt,2710,Pimpama,9300633027100,"Cnr Yawalpa and Dixon Roads,",Pimpama,Queensland,4209,Steven Teague,07 5549 6003,,02.07.2014,,"Cnr Yawalpa and Dixon Roads,, Pimpama, Queensland 4209 Australia","Yawalpah Rd & Dixon Dr, Pimpama, Gold Coast, Queensland, 4209","(-27.82429999104901, 153.31721002856142, 0.0)"
571,1005,Woolworths Smkt,2711,Greenbank,9300633027117,"Cnr Pub Lane and Teviot Road,",Greenbank,Queensland,4124,Gary Hartfiel,07 3826 2532,,27.11.2008,,"Cnr Pub Lane and Teviot Road,, Greenbank, Queensland 4124 Australia","Pub Ln & Teviot Rd, Greenbank, Brisbane, Queensland, 4124","(-27.73882000136134, 152.98454997734376, 0.0)"
572,1005,Woolworths Smkt,2712,Oxenford,9300633027124,Tamborine/oxenford and Cottonwood Pl,Oxenford,Queensland,4210,Kiley Brown,07 5558 3243,,06.11.2001,,"Tamborine/oxenford and Cottonwood Pl, Oxenford, Queensland 4210 Australia","Cottonwood Pl, Oxenford, Gold Coast, Queensland, 4210","(-27.89141385129508, 153.31205231611338, 0.0)"
573,1005,Woolworths Smkt,2713,Helensvale,9300633027131,Town Centre Drive,Helensvale,Queensland,4212,Les Fox,07 5558 3246,,13.10.2005,,"Town Centre Drive, Helensvale, Queensland 4212 Australia","Town Centre Dr, Helensvale, Gold Coast, Queensland, 4212","(-27.927612866650925, 153.33777746197705, 0.0)"
574,1005,Woolworths Smkt,2714,Redland Bay,9300633027148,133 Broadwater Terrace,Redland Bay,Queensland,4165,,07 3383 4122,,05.05.2022,,"133 Broadwater Terrace, Redland Bay, Queensland 4165 Australia","133 Broadwater Tce, Redland Bay, Brisbane, Queensland, 4165","(-27.611972260108203, 153.30209544547932, 0.0)"
575,1005,Woolworths Smkt,2715,Fernvale,9300633027155,1455 Brisbane Valley Highway,Fernvale,Queensland,4306,Darren Kent,07 5421 2000,,31.03.2009,,"1455 Brisbane Valley Highway, Fernvale, Queensland 4306 Australia","1455 Brisbane Valley Hwy, Fernvale, Queensland, 4306","(-27.456980291596526, 152.6544391073399, 0.0)"
576,1005,Woolworths Smkt,2723,Ingham (QRX),9300633027230,Ann Street,Ingham,Queensland,4850,Mark Hampton,07 4752 8100,,17.09.2007,,"Ann Street, Ingham, Queensland 4850 Australia","Ann St, Ingham, Queensland, 4850","(-18.649560051213406, 146.1616351519676, 0.0)"
577,1005,Woolworths Smkt,2725,Eli Waters,9300633027254,Cnr Ibis Boulevard and Maryborough Rd,Eli Waters,Queensland,4655,Gary O'hara,07 4183 9030,,10.09.2007,,"Cnr Ibis Boulevard and Maryborough Rd, Eli Waters, Queensland 4655 Australia","Ibis Blvd & Maryborough Hervey Bay Rd, Eli Waters, Hervey Bay, Queensland, 4655","(-25.286819997842812, 152.8169099859972, 0.0)"
