,Unnamed: 0,Site No,Site Name,EDI Number,Street Name,Town,State,Post Code,Telephone,Date opened,Address,Location,Point,latitude,longitude
168,168,5936,Adelaide RDC - Produce,9300633059361,599 Main North Road,Gepps Cross,South Australia,5094,08 8206 5520,20.08.2005,"599 Main North Road, Gepps Cross, South Australia 5094 Australia","599 Main North Rd, Gepps Cross, Adelaide, South Australia, 5094","(-34.838581962901436, 138.61027913103356, 0.0)",-34.838581962901436,138.61027913103356
169,169,5937,Adelaide RDC - Chilled,9300633059378,599 Main North Road,Gepps Cross,South Australia,5094,08 8206 5520,27.05.2005,"599 Main North Road, Gepps Cross, South Australia 5094 Australia","599 Main North Rd, Gepps Cross, Adelaide, South Australia, 5094","(-34.838581962901436, 138.61027913103356, 0.0)",-34.838581962901436,138.61027913103356
170,170,5938,Adelaide RDC - Frozen,9300633059385,599 Main North Road,Gepps Cross,South Australia,5094,08 8206 5520,27.05.2005,"599 Main North Road, Gepps Cross, South Australia 5094 Australia","599 Main North Rd, Gepps Cross, Adelaide, South Australia, 5094","(-34.838581962901436, 138.61027913103356, 0.0)",-34.838581962901436,138.61027913103356
171,171,5939,Adelaide RDC - Fresh,9300633059392,599 Main North Road,Gepps Cross,South Australia,5094,08 8206 5520,14.07.2005,"599 Main North Road, Gepps Cross, South Australia 5094 Australia","599 Main North Rd, Gepps Cross, Adelaide, South Australia, 5094","(-34.838581962901436, 138.61027913103356, 0.0)",-34.838581962901436,138.61027913103356
172,172,5950,Scotts Chilled DC,9300633059507,15A CARTER STREET,SYDNEY OLYMPIC PARK,New South Wales,2127,#,26.10.2020,"15A CARTER STREET, SYDNEY OLYMPIC PARK, New South Wales 2127 Australia","15A Carter St, Lidcombe, Sydney, New South Wales, 2141","(-33.84966168266239, 151.0588019392727, 0.0)",-33.84966168266239,151.0588019392727
173,173,5957,Adelaide RDC TC,9300633059576,599 Main North Rd,Gepps Cross,South Australia,5094,#,#,"599 Main North Rd, Gepps Cross, South Australia 5094 Australia","599 Main North Rd, Gepps Cross, Adelaide, South Australia, 5094","(-34.838581962901436, 138.61027913103356, 0.0)",-34.838581962901436,138.61027913103356
174,174,5966,Lobethal Lamb Ops,9300633059668,PO Box 148,Lobethal,South Australia,5241,#,11.08.2020,"PO Box 148, Lobethal, South Australia 5241 Australia",5241,"(-34.900139999999965, 138.8754, 0.0)",-34.900139999999965,138.8754
175,175,5980,Oxford / Lineage Laverton VIC,9300633059804,1 Hume Rd,Laverton North,Victoria,3026,#,19.10.2020,"1 Hume Rd, Laverton North, Victoria 3026 Australia","1 Hume Rd, Laverton North, Melbourne, Victoria, 3026","(-37.82659226927282, 144.79642349518667, 0.0)",-37.82659226927282,144.79642349518667
176,176,5988,Adelaide RDC - Meat,9300633059880,599 Main North Road,Gepps Cross,South Australia,5094,08 8206 5611,27.04.2012,"599 Main North Road, Gepps Cross, South Australia 5094 Australia","599 Main North Rd, Gepps Cross, Adelaide, South Australia, 5094","(-34.838581962901436, 138.61027913103356, 0.0)",-34.838581962901436,138.61027913103356
177,177,5998,Lineage Freezer DC - Dry Creek,9300633059989,2 Bradford Way,Dry Creek,South Australia,5094,#,01.04.2012,"2 Bradford Way, Dry Creek, South Australia 5094 Australia","2 Bradford Way, Cavan, Adelaide, South Australia, 5094","(-34.82918840592224, 138.59552631089258, 0.0)",-34.82918840592224,138.59552631089258
178,178,6923, Aus Country Choice,9300633069230,117 Colmslie Rd,Cannon Hill,Queensland,4170,#,#,"117 Colmslie Rd, Cannon Hill, Queensland 4170 Australia","117 Colmslie Rd, Murarrie, Brisbane, Queensland, 4172","(-27.453181002034427, 153.0920058084149, 0.0)",-27.453181002034427,153.0920058084149
179,179,7191,Devonport Produce DC,9300633071912,Brooke Road,East Devonport,Tasmania,7310,03 6427 5108,05.06.2009,"Brooke Road, East Devonport, Tasmania 7310 Australia","Brooke St, East Devonport, Devonport, Tasmania, 7310","(-41.17599994370638, 146.39340596421582, 0.0)",-41.17599994370638,146.39340596421582
180,180,7193,JBS Lamb Abattoir Devonport,9300633071936,1/8 Saleyard Rd,Quoiba,Tasmania,7310,#,#,"1/8 Saleyard Rd, Quoiba, Tasmania 7310 Australia","8 Saleyard Rd, Quoiba, Devonport, Tasmania, 7310","(-41.20590862408555, 146.3527574233491, 0.0)",-41.20590862408555,146.3527574233491
181,181,7194,JBS Longford Beef,9300633071943,2 Tannery Rd, Longford,Tasmania,7301,#,18.08.2020,"2 Tannery Rd,  Longford, Tasmania 7301 Australia","2 Tannery Rd, Longford, Tasmania, 7301","(-41.581142201848664, 147.11381032900735, 0.0)",-41.581142201848664,147.11381032900735
182,182,7380,Breadalbane DC - Siw,9300633073800,13 Richard Street,Breadalbane,Tasmania,7258,#,01.02.1999,"13 Richard Street, Breadalbane, Tasmania 7258 Australia","13 Richard St, Western Junction, Tasmania, 7212","(-41.53672717117552, 147.20000983551142, 0.0)",-41.53672717117552,147.20000983551142
183,183,7381,Breadalbane Meat DC,9300633073817,13 Richard Street,Breadalbane,Tasmania,7258,03 6391 0300,18.04.2011,"13 Richard Street, Breadalbane, Tasmania 7258 Australia","13 Richard St, Western Junction, Tasmania, 7212","(-41.53672717117552, 147.20000983551142, 0.0)",-41.53672717117552,147.20000983551142
184,184,7386,Statewide - Tasmania,9300633073862,13 Richard Street,Breadalbane,Tasmania,7258,#,#,"13 Richard Street, Breadalbane, Tasmania 7258 Australia","13 Richard St, Western Junction, Tasmania, 7212","(-41.53672717117552, 147.20000983551142, 0.0)",-41.53672717117552,147.20000983551142
185,185,7814,Heathwood Primary Storage,9300633078140,30 Seeana Pl,Heathwood,Queensland,4110,#,25.10.2022,"30 Seeana Pl, Heathwood, Queensland 4110 Australia","30 Seeana Pl, Heathwood, Brisbane, Queensland, 4110","(-27.64334291575632, 152.99113354319292, 0.0)",-27.64334291575632,152.99113354319292
186,186,7931,TAS RDC-Security-Aerosols-DG,9300633079314,8 Translink Avenue,Western Junction,Tasmania,7212,03 6391 0803,06.05.2013,"8 Translink Avenue, Western Junction, Tasmania 7212 Australia","8 TRANSLink Ave, Western Junction, Tasmania, 7212","(-41.537612974942036, 147.19330416906894, 0.0)",-41.537612974942036,147.19330416906894
187,187,7933,Tasmania RDC - Ambient,9300633079338,8 TRANSLINK AVENUE,WESTERN JUNCTION,Tasmania,7212,03 6391 0810,01.12.2011,"8 TRANSLINK AVENUE, WESTERN JUNCTION, Tasmania 7212 Australia","8 TRANSLink Ave, Western Junction, Tasmania, 7212","(-41.537612974942036, 147.19330416906894, 0.0)",-41.537612974942036,147.19330416906894
188,188,7937,Tasmania RDC - Chilled,9300633079376,8 TRANSLINK AVENUE,WESTERN JUNCTION,Tasmania,7212,03 6391 0810,30.07.2019,"8 TRANSLINK AVENUE, WESTERN JUNCTION, Tasmania 7212 Australia","8 TRANSLink Ave, Western Junction, Tasmania, 7212","(-41.537612974942036, 147.19330416906894, 0.0)",-41.537612974942036,147.19330416906894
189,189,7938,Tasmania RDC - Frozen,9300633079383,8 TRANSLINK AVENUE,WESTERN JUNCTION,Tasmania,7212,03 6391 0810,30.07.2019,"8 TRANSLINK AVENUE, WESTERN JUNCTION, Tasmania 7212 Australia","8 TRANSLink Ave, Western Junction, Tasmania, 7212","(-41.537612974942036, 147.19330416906894, 0.0)",-41.537612974942036,147.19330416906894
190,190,7939,Tasmania RDC - Fresh,9300633079390,8 TRANSLINK AVENUE,WESTERN JUNCTION,Tasmania,7212,03 6391 0810,30.07.2019,"8 TRANSLINK AVENUE, WESTERN JUNCTION, Tasmania 7212 Australia","8 TRANSLink Ave, Western Junction, Tasmania, 7212","(-41.537612974942036, 147.19330416906894, 0.0)",-41.537612974942036,147.19330416906894
191,191,7955,Sydney NDC 2,9300633079550,Qube Logistics Park,Moorebank,New South Wales,2170,#,30.09.2021,"Qube Logistics Park, Moorebank, New South Wales 2170 Australia","2170, Moorebank, Sydney, New South Wales","(-33.938798643283356, 150.94410325003344, 0.0)",-33.938798643283356,150.94410325003344
192,192,7957,Tasmainia RDC PTZ,9300633079574,8 Translink Ave,Western Junction,Tasmania,7212,#,30.07.2019,"8 Translink Ave, Western Junction, Tasmania 7212 Australia","8 TRANSLink Ave, Western Junction, Tasmania, 7212","(-41.537612974942036, 147.19330416906894, 0.0)",-41.537612974942036,147.19330416906894
193,193,7960,Sydney Chilled/Fresh DC - Chil,9300633079604,41 Redfern St,Wetherill Park,New South Wales,2164,#,17.02.2022,"41 Redfern St, Wetherill Park, New South Wales 2164 Australia","41 Redfern St, Wetherill Park, Sydney, New South Wales, 2164","(-33.844183784945656, 150.91524018599316, 0.0)",-33.844183784945656,150.91524018599316
194,194,7961,Sydney Chilled/Fresh DC - Fres,9300633079611,41 Redfern St,Wetherill Park,New South Wales,2164,#,17.02.2022,"41 Redfern St, Wetherill Park, New South Wales 2164 Australia","41 Redfern St, Wetherill Park, Sydney, New South Wales, 2164","(-33.844183784945656, 150.91524018599316, 0.0)",-33.844183784945656,150.91524018599316
195,195,7962,Sydney Chilled/Fresh DC - LLC,9300633079628,41 Redfern St,Wetherill Park,New South Wales,2164,#,17.02.2022,"41 Redfern St, Wetherill Park, New South Wales 2164 Australia","41 Redfern St, Wetherill Park, Sydney, New South Wales, 2164","(-33.844183784945656, 150.91524018599316, 0.0)",-33.844183784945656,150.91524018599316
196,196,7963,Sydney Chilled/Fresh DC - Meat,9300633079635,41 Redfern St,Wetherill Park,New South Wales,2164,#,17.02.2022,"41 Redfern St, Wetherill Park, New South Wales 2164 Australia","41 Redfern St, Wetherill Park, Sydney, New South Wales, 2164","(-33.844183784945656, 150.91524018599316, 0.0)",-33.844183784945656,150.91524018599316
197,197,7964,Sydney Chilled/Fresh DC - Milk,9300633079642,41 Redfern St,Wetherill Park,New South Wales,2164,#,17.02.2022,"41 Redfern St, Wetherill Park, New South Wales 2164 Australia","41 Redfern St, Wetherill Park, Sydney, New South Wales, 2164","(-33.844183784945656, 150.91524018599316, 0.0)",-33.844183784945656,150.91524018599316
198,198,7965,Sydney Chilled/Fresh DC - Seaf,9300633079659, 41 Redfern St,Wetherill Park,New South Wales,2164,#,17.02.2022," 41 Redfern St, Wetherill Park, New South Wales 2164 Australia","41 Redfern St, Wetherill Park, Sydney, New South Wales, 2164","(-33.844183784945656, 150.91524018599316, 0.0)",-33.844183784945656,150.91524018599316
199,199,7966,Sydney Chilled/Fresh DC - Prod,9300633079666,41 Redfern St, Wetherill Park,New South Wales,2164,#,17.02.2022,"41 Redfern St,  Wetherill Park, New South Wales 2164 Australia","41 Redfern St, Wetherill Park, Sydney, New South Wales, 2164","(-33.844183784945656, 150.91524018599316, 0.0)",-33.844183784945656,150.91524018599316
200,200,7967,Sydney Chilled/Fresh DC - Conf,9300633079673,41 Redfern St,Wetherill Park,New South Wales,2164,#,17.02.2022,"41 Redfern St, Wetherill Park, New South Wales 2164 Australia","41 Redfern St, Wetherill Park, Sydney, New South Wales, 2164","(-33.844183784945656, 150.91524018599316, 0.0)",-33.844183784945656,150.91524018599316
201,201,7986,Tasmania RDC - Produce,9300633079864,8 TRANSLINK AVENUE,WESTERN JUNCTION,Tasmania,7212,03 6391 0810,06.12.2013,"8 TRANSLINK AVENUE, WESTERN JUNCTION, Tasmania 7212 Australia","8 TRANSLink Ave, Western Junction, Tasmania, 7212","(-41.537612974942036, 147.19330416906894, 0.0)",-41.537612974942036,147.19330416906894
202,202,7987,JBS Devonport Pork,9300633079871,1/8 Saleyard Rd,Quoiba,Tasmania,7310,#,05.10.2018,"1/8 Saleyard Rd, Quoiba, Tasmania 7310 Australia","8 Saleyard Rd, Quoiba, Devonport, Tasmania, 7310","(-41.20590862408555, 146.3527574233491, 0.0)",-41.20590862408555,146.3527574233491
203,203,7988,Tasmania RDC - Meat,9300633079888,8 TRANSLINK AVENUE,WESTERN JUNCTION,Tasmania,7212,03 6391 0810,#,"8 TRANSLINK AVENUE, WESTERN JUNCTION, Tasmania 7212 Australia","8 TRANSLink Ave, Western Junction, Tasmania, 7212","(-41.537612974942036, 147.19330416906894, 0.0)",-41.537612974942036,147.19330416906894
204,204,7991,Lineage Laverton - Chilled,9300633079918,60-68 William Angliss Drive,Laverton Nth,Victoria,3026,#,21.06.2021,"60-68 William Angliss Drive, Laverton Nth, Victoria 3026 Australia","60-68 William Angliss Dr, Laverton North, Melbourne, Victoria, 3026","(-37.81874085674935, 144.77257329261516, 0.0)",-37.81874085674935,144.77257329261516
205,205,7992,Lineage Laverton -  Freezer,9300633079925,60-68 William Angliss Drive,Laverton Nth,Victoria,3026,#,21.06.2021,"60-68 William Angliss Drive, Laverton Nth, Victoria 3026 Australia","60-68 William Angliss Dr, Laverton North, Melbourne, Victoria, 3026","(-37.81874085674935, 144.77257329261516, 0.0)",-37.81874085674935,144.77257329261516
206,206,7993,Lineage Laverton - Events,9300633079932,60-68 William Angliss Drive,Laverton Nth,Victoria,3026,#,21.06.2021,"60-68 William Angliss Drive, Laverton Nth, Victoria 3026 Australia","60-68 William Angliss Dr, Laverton North, Melbourne, Victoria, 3026","(-37.81874085674935, 144.77257329261516, 0.0)",-37.81874085674935,144.77257329261516
207,207,7994,Lineage Laverton - Contingency,9300633079949,60-68 William Angliss Drive,Laverton Nth,Victoria,3026,#,21.06.2021,"60-68 William Angliss Drive, Laverton Nth, Victoria 3026 Australia","60-68 William Angliss Dr, Laverton North, Melbourne, Victoria, 3026","(-37.81874085674935, 144.77257329261516, 0.0)",-37.81874085674935,144.77257329261516
208,208,8023,Junee AFG,9300633080235,2882 Byrnes Rd,Junee,New South Wales,2663,#,19.10.2020,"2882 Byrnes Rd, Junee, New South Wales 2663 Australia","2882 Byrnes Rd, Junee, New South Wales, 2663","(-34.89106675837704, 147.5785834377532, 0.0)",-34.89106675837704,147.5785834377532
209,209,8031,Doboy Cold Stores,9300633080310,40 Canberra St,Hemmant,Queensland,4174,#,19.10.2020,"40 Canberra St, Hemmant, Queensland 4174 Australia","40 Canberra St, Hemmant, Brisbane, Queensland, 4174","(-27.44305130440884, 153.12798060156774, 0.0)",-27.44305130440884,153.12798060156774
210,210,8034,AUS CTRY CH INT CRM,9300633080341,117 Colmslie Road,Cannon Hill,Queensland,4170,#,16.11.2021,"117 Colmslie Road, Cannon Hill, Queensland 4170 Australia","117 Colmslie Rd, Murarrie, Brisbane, Queensland, 4172","(-27.453181002034427, 153.0920058084149, 0.0)",-27.453181002034427,153.0920058084149
211,211,8035,Teys Naracoorte AFG,9300633080358,915 Wimmera Highway,Hynam,South Australia,5262,#,#,"915 Wimmera Highway, Hynam, South Australia 5262 Australia","915 Wimmera Hwy, Hynam, South Australia, 5262","(-36.937847711274465, 140.82858812691907, 0.0)",-36.937847711274465,140.82858812691907
212,212,8064,AUS COUNTRY CHOICE AFG,9300633080648,117 Colmslie Rd,Cannon Hill,Queensland,4170,#,19.10.2020,"117 Colmslie Rd, Cannon Hill, Queensland 4170 Australia","117 Colmslie Rd, Murarrie, Brisbane, Queensland, 4172","(-27.453181002034427, 153.0920058084149, 0.0)",-27.453181002034427,153.0920058084149
213,213,8111,Xmas Hams Don Watson,9300633081119,213-215 Newton Rd,Wetherill Park,New South Wales,2164,#,05.10.2018,"213-215 Newton Rd, Wetherill Park, New South Wales 2164 Australia","215 Newton Rd, Wetherill Park, Sydney, New South Wales, 2164","(-33.837119966669526, 150.88527022436506, 0.0)",-33.837119966669526,150.88527022436506
214,214,8193,Linfox Somerton Chilled,9300633081935,20-30 Nation Link Drive,Somerton,Victoria,3062,#,#,"20-30 Nation Link Drive, Somerton, Victoria 3062 Australia","20-30 Nation Link Dr, Somerton, Melbourne, Victoria, 3062","(-37.63590673805955, 144.9461045884276, 0.0)",-37.63590673805955,144.9461045884276
215,215,8199,Contigency DC # 8199,9300633081997,51 Alexandra Place,Murarrie,Queensland,4172,#,#,"51 Alexandra Place, Murarrie, Queensland 4172 Australia","51 Alexandra Pl, Murarrie, Brisbane, Queensland, 4172","(-27.460692193108002, 153.10772036812625, 0.0)",-27.460692193108002,153.10772036812625
216,216,8207,Contigency DC # 8207,9300633082079, 51 Alexandra Place,Murarrie,Queensland,4172,#,#," 51 Alexandra Place, Murarrie, Queensland 4172 Australia","51 Alexandra Pl, Murarrie, Brisbane, Queensland, 4172","(-27.460692193108002, 153.10772036812625, 0.0)",-27.460692193108002,153.10772036812625
217,217,8236,Contigency DC # 8236,9300633082369, 51 Alexandra Place,Murarrie,Queensland,4172,#,#," 51 Alexandra Place, Murarrie, Queensland 4172 Australia","51 Alexandra Pl, Murarrie, Brisbane, Queensland, 4172","(-27.460692193108002, 153.10772036812625, 0.0)",-27.460692193108002,153.10772036812625
218,218,8241,Contigency DC # 8241,9300633082413, 51 Alexandra Place,Murarrie,Queensland,4172,07 3354 5444,#," 51 Alexandra Place, Murarrie, Queensland 4172 Australia","51 Alexandra Pl, Murarrie, Brisbane, Queensland, 4172","(-27.460692193108002, 153.10772036812625, 0.0)",-27.460692193108002,153.10772036812625
219,219,8270,Care Package DC NSW,9300633082703,4 Millner Ave,Horsley Park,New South Wales,2175,#,27.03.2020,"4 Millner Ave, Horsley Park, New South Wales 2175 Australia","4 Millner Av, Horsley Park, Sydney, New South Wales, 2175","(-33.824609976180184, 150.81961611789632, 0.0)",-33.824609976180184,150.81961611789632
